Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2,Lng
Chiefs,508.0,,,,,14.0,,,,,2112.0,4.2,96.0,18.9,,,,,,,,,,,,
Dolphins,412.0,,,,,8.0,,,,,1530.0,3.7,88.0,21.4,,,,,,,,,,,,
Raiders,430.0,,,,,15.0,,,,,2178.0,5.1,105.0,24.4,,,,,,,,,,,,
Ravens,419.0,,,,,10.0,,,,,1482.0,3.5,79.0,18.8,,,,,,,,,,,,
Bears,384.0,,,,,10.0,,,,,1542.0,4.0,75.0,19.5,,,,,,,,,,,,
Bengals,425.0,,,,,14.0,,,,,1675.0,3.9,94.0,22.1,,,,,,,,,,,,
Falcons,372.0,,,,,10.0,,,,,1552.0,4.2,87.0,23.4,,,,,,,,,,,,
Eagles,414.0,,,,,11.0,,,,,1801.0,4.4,84.0,20.3,,,,,,,,,,,,
Vikings,439.0,,,,,10.0,,,,,1712.0,3.9,92.0,21.0,,,,,,,,,,,,
Panthers,451.0,,,,,18.0,,,,,2093.0,4.6,110.0,24.4,,,,,,,,,,,,
Seahawks,473.0,,,,,10.0,,,,,1797.0,3.8,96.0,20.3,,,,,,,,,,,,
Jets,451.0,,,,,17.0,,,,,1777.0,3.9,83.0,18.4,,,,,,,,,,,,
Patriots,405.0,,,,,13.0,,,,,1874.0,4.6,101.0,24.9,,,,,,,,,,,,
Chargers,448.0,,,,,8.0,,,,,1955.0,4.4,102.0,22.8,,,,,,,,,,,,
Steelers,399.0,,,,,7.0,,,,,1597.0,4.0,82.0,20.6,,,,,,,,,,,,
Saints,351.0,,,,,11.0,,,,,1738.0,5.0,92.0,26.2,,,,,,,,,,,,
Browns,534.0,,,,,12.0,,,,,2359.0,4.4,124.0,23.2,,,,,,,,,,,,
Giants,435.0,,,,,15.0,,,,,1940.0,4.5,103.0,23.7,,,,,,,,,,,,
Rams,510.0,,,,,17.0,,,,,2433.0,4.8,122.0,23.9,,,,,,,,,,,,
Cowboys,385.0,,,,,10.0,,,,,1585.0,4.1,78.0,20.3,,,,,,,,,,,,
Redskins,438.0,,,,,15.0,,,,,1884.0,4.3,95.0,21.7,,,,,,,,,,,,
Packers,383.0,,,,,10.0,,,,,1789.0,4.7,96.0,25.1,,,,,,,,,,,,
Bills,467.0,,,,,19.0,,,,,2224.0,4.8,120.0,25.7,,,,,,,,,,,,
Cardinals,475.0,,,,,15.0,,,,,1986.0,4.2,118.0,24.8,,,,,,,,,,,,
Colts,540.0,,,,,19.0,,,,,2303.0,4.3,136.0,25.2,,,,,,,,,,,,
Titans,461.0,,,,,10.0,,,,,2053.0,4.4,111.0,24.1,,,,,,,,,,,,
Lions,410.0,,,,,10.0,,,,,2050.0,5.0,91.0,22.2,,,,,,,,,,,,
Buccaneers,498.0,,,,,26.0,,,,,2497.0,5.0,135.0,27.1,,,,,,,,,,,,
Falcons,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Ravens,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bills,,,,,,,4.0,,,,,,,,0.0,1.0,,,,,,,,,,
Panthers,,,,,,,0.0,,,,,,,,0.0,2.0,,,,,,,,,,
Bears,,,,,,,4.0,,,,,,,,0.0,1.0,,,,,,,,,,
Bengals,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Browns,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cowboys,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Broncos,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Lions,,,,,,,5.0,,,,,,,,0.0,0.0,,,,,,,,,,
Packers,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Texans,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Colts,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chiefs,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Rams,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Raiders,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Dolphins,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Vikings,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Patriots,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Giants,,,,,,,0.0,,,,,,,,0.0,2.0,,,,,,,,,,
Jets,,,,,,,2.0,,,,,,,,0.0,2.0,,,,,,,,,,
Eagles,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Cardinals,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chargers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Niners,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Seahawks,,,,,,,4.0,,,,,,,,0.0,1.0,,,,,,,,,,
Buccaneers,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Redskins,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,,,,,73.0,,16.8,,,,218.0,79.0,9.0,4.0,979.0,,,,,
Browns,,,,,,,,,,,124.0,,23.2,,,,230.0,95.0,14.0,6.0,1035.0,,,,,
Ravens,,,,,,,,,,,79.0,,18.8,,,,221.0,71.0,21.0,10.0,1002.0,,,,,
Rams,,,,,,,,,,,122.0,,23.9,,,,216.0,83.0,8.0,5.0,1033.0,,,,,
Seahawks,,,,,,,,,,,96.0,,20.3,,,,221.0,77.0,11.0,7.0,1049.0,,,,,
Chiefs,,,,,,,,,,,96.0,,18.9,,,,210.0,72.0,16.0,7.0,991.0,,,,,
Falcons,,,,,,,,,,,87.0,,23.4,,,,211.0,93.0,11.0,6.0,965.0,,,,,
Texans,,,,,,,,,,,73.0,,19.3,,,,212.0,76.0,13.0,6.0,960.0,,,,,
Niners,,,,,,,,,,,53.0,,15.0,,,,216.0,76.0,17.0,7.0,974.0,,,,,
Bengals,,,,,,,,,,,94.0,,22.1,,,,220.0,78.0,11.0,4.0,1009.0,,,,,
Redskins,,,,,,,,,,,95.0,,21.7,,,,206.0,77.0,10.0,4.0,988.0,,,,,
Titans,,,,,,,,,,,111.0,,24.1,,,,236.0,96.0,20.0,8.0,1080.0,,,,,
Vikings,,,,,,,,,,,92.0,,21.0,,,,208.0,92.0,9.0,5.0,1027.0,,,,,
Broncos,,,,,,,,,,,101.0,,20.7,,,,218.0,73.0,9.0,3.0,1063.0,,,,,
Colts,,,,,,,,,,,136.0,,25.2,,,,216.0,98.0,6.0,3.0,1062.0,,,,,
Jets,,,,,,,,,,,83.0,,18.4,,,,211.0,69.0,10.0,1.0,993.0,,,,,
Lions,,,,,,,,,,,91.0,,22.2,,,,205.0,67.0,19.0,8.0,1055.0,,,,,
Chargers,,,,,,,,,,,102.0,,22.8,,,,195.0,96.0,9.0,1.0,958.0,,,,,
Saints,,,,,,,,,,,92.0,,26.2,,,,202.0,67.0,22.0,6.0,1010.0,,,,,
Dolphins,,,,,,,,,,,88.0,,21.4,,,,219.0,74.0,14.0,7.0,1043.0,,,,,
Giants,,,,,,,,,,,103.0,,23.7,,,,220.0,84.0,18.0,10.0,1072.0,,,,,
Buccaneers,,,,,,,,,,,135.0,,27.1,,,,185.0,73.0,13.0,9.0,1002.0,,,,,
Eagles,,,,,,,,,,,84.0,,20.3,,,,211.0,75.0,17.0,7.0,982.0,,,,,
Cardinals,,,,,,,,,,,118.0,,24.8,,,,226.0,71.0,8.0,4.0,1095.0,,,,,
Bears,,,,,,,,,,,75.0,,19.5,,,,229.0,80.0,17.0,7.0,1048.0,,,,,
Raiders,,,,,,,,,,,105.0,,24.4,,,,219.0,92.0,14.0,4.0,1070.0,,,,,
Cowboys,,,,,,,,,,,78.0,,20.3,,,,204.0,81.0,11.0,4.0,972.0,,,,,
Steelers,,,,,,,,,,,82.0,,20.6,,,,221.0,86.0,13.0,8.0,964.0,,,,,
Patriots,,,,,,,,,,,101.0,,24.9,,,,202.0,87.0,19.0,8.0,1064.0,,,,,
Bills,,,,,,,,,,,120.0,,25.7,,,,189.0,75.0,13.0,9.0,1003.0,,,,,
Packers,,,,,,,,,,,96.0,,25.1,,,,195.0,83.0,16.0,4.0,1049.0,,,,,
Panthers,,,,,,,,,,,110.0,,24.4,,,,194.0,83.0,12.0,4.0,972.0,,,,,
Ravens,,,,,,,,,,,,,,,0.0,,,,,,,21.0,0.0,,,
Jaguars,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Vikings,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Jets,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Niners,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Bengals,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Lions,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Saints,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Redskins,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Rams,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Bills,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Browns,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Titans,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Bears,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Colts,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Falcons,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Cowboys,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Packers,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Texans,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Chiefs,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Giants,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Seahawks,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Panthers,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Cardinals,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Broncos,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Patriots,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Eagles,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Steelers,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Dolphins,,,,,,,,,,,,,,,0.0,,,,,,,9.0,0.0,,,
Raiders,,,,,,,,,,,,,,,0.0,,,,,,,7.0,0.0,,,
Chargers,,,,,,,,,,,,,,,0.0,,,,,,,7.0,0.0,,,
Packers,,,,,,,31.0,,,,,,,,,,,,,,,,,4.0,468.0,76
Patriots,,,,,,,23.0,,,,,,,,,,,,,,,,,2.0,296.0,38
Niners,,,,,,,23.0,,,,,,,,,,,,,,,,,1.0,284.0,48T
Seahawks,,,,,,,22.0,,,,,,,,,,,,,,,,,4.0,462.0,94
Lions,,,,,,,21.0,,,,,,,,,,,,,,,,,5.0,458.0,100
Bills,,,,,,,20.0,,,,,,,,,,,,,,,,,4.0,341.0,43
Bears,,,,,,,20.0,,,,,,,,,,,,,,,,,4.0,177.0,44
Chiefs,,,,,,,20.0,,,,,,,,,,,,,,,,,2.0,283.0,59
Giants,,,,,,,20.0,,,,,,,,,,,,,,,,,0.0,157.0,31
Falcons,,,,,,,19.0,,,,,,,,,,,,,,,,,2.0,301.0,50
Jets,,,,,,,19.0,,,,,,,,,,,,,,,,,2.0,378.0,100
Raiders,,,,,,,18.0,,,,,,,,,,,,,,,,,0.0,252.0,73
Texans,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,196.0,42
Jaguars,,,,,,,17.0,,,,,,,,,,,,,,,,,0.0,160.0,30T
Chargers,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,260.0,64
Dolphins,,,,,,,16.0,,,,,,,,,,,,,,,,,1.0,256.0,55
Ravens,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,175.0,73
Cowboys,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,217.0,43
Eagles,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,192.0,35T
Panthers,,,,,,,14.0,,,,,,,,,,,,,,,,,0.0,197.0,53
Buccaneers,,,,,,,14.0,,,,,,,,,,,,,,,,,3.0,195.0,43
Redskins,,,,,,,13.0,,,,,,,,,,,,,,,,,1.0,127.0,30
Rams,,,,,,,12.0,,,,,,,,,,,,,,,,,1.0,169.0,51T
Titans,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,179.0,97
Steelers,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,99.0,33T
Bengals,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,137.0,75
Cardinals,,,,,,,10.0,,,,,,,,,,,,,,,,,0.0,117.0,49
Browns,,,,,,,9.0,,,,,,,,,,,,,,,,,0.0,93.0,29T
Broncos,,,,,,,9.0,,,,,,,,,,,,,,,,,3.0,152.0,55
Saints,,,,,,,9.0,,,,,,,,,,,,,,,,,1.0,80.0,42
Colts,,,,,,,8.0,,,,,,,,,,,,,,,,,2.0,118.0,32
Vikings,,,,,,,8.0,,,,,,,,,,,,,,,,,0.0,152.0,52T
Lions,544.0,346.0,63.6,6.6,3569.0,26.0,11.0,167.0,30.7,34.0,,,,,,,,,,,,,,,,
Saints,602.0,370.0,61.5,7.8,4681.0,31.0,15.0,236.0,39.2,30.0,,,,,,,,,,,,,,,,
Cowboys,511.0,320.0,62.6,7.2,3684.0,22.0,7.0,195.0,38.2,34.0,,,,,,,,,,,,,,,,
Patriots,594.0,369.0,62.1,7.3,4342.0,27.0,20.0,207.0,34.8,37.0,,,,,,,,,,,,,,,,
Raiders,526.0,347.0,66.0,7.2,3775.0,28.0,11.0,180.0,34.2,25.0,,,,,,,,,,,,,,,,
Colts,535.0,334.0,62.4,7.1,3788.0,23.0,12.0,190.0,35.5,32.0,,,,,,,,,,,,,,,,
Eagles,485.0,292.0,60.2,7.2,3470.0,33.0,8.0,178.0,36.7,30.0,,,,,,,,,,,,,,,,
Falcons,551.0,337.0,61.2,7.0,3878.0,14.0,20.0,189.0,34.3,29.0,,,,,,,,,,,,,,,,
Cardinals,497.0,270.0,54.3,6.5,3213.0,20.0,22.0,160.0,32.2,38.0,,,,,,,,,,,,,,,,
Broncos,559.0,321.0,57.4,5.7,3194.0,25.0,16.0,183.0,32.7,52.0,,,,,,,,,,,,,,,,
Jaguars,535.0,341.0,63.7,7.2,3832.0,21.0,12.0,194.0,36.3,20.0,,,,,,,,,,,,,,,,
Steelers,523.0,299.0,57.2,5.7,2963.0,19.0,10.0,169.0,32.3,37.0,,,,,,,,,,,,,,,,
Browns,600.0,378.0,63.0,6.5,3923.0,27.0,17.0,203.0,33.8,38.0,,,,,,,,,,,,,,,,
Buccaneers,627.0,410.0,65.4,7.6,4758.0,30.0,18.0,226.0,36.0,27.0,,,,,,,,,,,,,,,,
Ravens,557.0,335.0,60.1,6.6,3650.0,15.0,13.0,187.0,33.6,37.0,,,,,,,,,,,,,,,,
Packers,568.0,313.0,55.1,6.2,3492.0,24.0,18.0,191.0,33.6,47.0,,,,,,,,,,,,,,,,
Rams,547.0,362.0,66.2,6.6,3602.0,16.0,17.0,197.0,36.0,52.0,,,,,,,,,,,,,,,,
Texans,581.0,308.0,53.0,6.2,3612.0,29.0,15.0,167.0,28.7,44.0,,,,,,,,,,,,,,,,
Bengals,560.0,346.0,61.8,6.1,3400.0,16.0,14.0,183.0,32.7,51.0,,,,,,,,,,,,,,,,
Titans,564.0,374.0,66.3,7.0,3964.0,31.0,19.0,210.0,37.2,39.0,,,,,,,,,,,,,,,,
Giants,534.0,341.0,63.9,7.6,4068.0,26.0,21.0,196.0,36.7,33.0,,,,,,,,,,,,,,,,
Chargers,568.0,347.0,61.1,6.5,3681.0,28.0,14.0,201.0,35.4,38.0,,,,,,,,,,,,,,,,
Bills,536.0,306.0,57.1,6.5,3473.0,25.0,12.0,182.0,34.0,36.0,,,,,,,,,,,,,,,,
Dolphins,600.0,353.0,58.8,6.6,3974.0,18.0,10.0,215.0,35.8,42.0,,,,,,,,,,,,,,,,
Jets,494.0,266.0,53.8,6.2,3036.0,20.0,11.0,161.0,32.6,30.0,,,,,,,,,,,,,,,,
Panthers,555.0,371.0,66.8,6.4,3568.0,22.0,11.0,195.0,35.1,39.0,,,,,,,,,,,,,,,,
Bears,592.0,350.0,59.1,5.8,3423.0,19.0,24.0,186.0,31.4,41.0,,,,,,,,,,,,,,,,
Vikings,612.0,391.0,63.9,6.4,3908.0,28.0,10.0,229.0,37.4,44.0,,,,,,,,,,,,,,,,
Chiefs,464.0,279.0,60.1,7.6,3533.0,29.0,7.0,176.0,37.9,27.0,,,,,,,,,,,,,,,,
Redskins,636.0,393.0,61.8,7.1,4511.0,31.0,21.0,223.0,35.1,32.0,,,,,,,,,,,,,,,,
Niners,567.0,337.0,59.4,5.6,3203.0,19.0,14.0,178.0,31.4,38.0,,,,,,,,,,,,,,,,
Seahawks,564.0,327.0,58.0,5.8,3250.0,15.0,18.0,186.0,33.0,36.0,,,,,,,,,,,,,,,,
Seahawks,368.0,,,,,8.0,,,,,1649.0,4.5,80.0,21.7,,,,,,,,,,,,
Patriots,415.0,,,,,10.0,,,,,1630.0,3.9,100.0,24.1,,,,,,,,,,,,
Redskins,363.0,,,,,11.0,,,,,1532.0,4.2,89.0,24.5,,,,,,,,,,,,
Texans,390.0,,,,,5.0,,,,,1560.0,4.0,94.0,24.1,,,,,,,,,,,,
Chiefs,482.0,,,,,11.0,,,,,2171.0,4.5,106.0,22.0,,,,,,,,,,,,
Jets,495.0,,,,,17.0,,,,,2138.0,4.3,96.0,19.4,,,,,,,,,,,,
Niners,407.0,,,,,7.0,,,,,1507.0,3.7,72.0,17.7,,,,,,,,,,,,
Vikings,427.0,,,,,10.0,,,,,1692.0,4.0,82.0,19.2,,,,,,,,,,,,
Broncos,404.0,,,,,5.0,,,,,1458.0,3.6,73.0,18.1,,,,,,,,,,,,
Bears,388.0,,,,,6.0,,,,,1627.0,4.2,75.0,19.3,,,,,,,,,,,,
Panthers,416.0,,,,,11.0,,,,,1761.0,4.2,98.0,23.6,,,,,,,,,,,,
Ravens,492.0,,,,,15.0,,,,,1965.0,4.0,105.0,21.3,,,,,,,,,,,,
Bills,470.0,,,,,23.0,,,,,2333.0,5.0,136.0,28.9,,,,,,,,,,,,
Colts,428.0,,,,,14.0,,,,,2200.0,5.1,102.0,23.8,,,,,,,,,,,,
Dolphins,431.0,,,,,10.0,,,,,1734.0,4.0,79.0,18.3,,,,,,,,,,,,
Packers,418.0,,,,,12.0,,,,,1896.0,4.5,83.0,19.9,,,,,,,,,,,,
Bengals,423.0,,,,,13.0,,,,,1715.0,4.0,99.0,23.4,,,,,,,,,,,,
Buccaneers,377.0,,,,,13.0,,,,,1320.0,3.5,75.0,19.9,,,,,,,,,,,,
Eagles,479.0,,,,,11.0,,,,,2021.0,4.2,108.0,22.6,,,,,,,,,,,,
Steelers,391.0,,,,,9.0,,,,,1450.0,3.7,78.0,20.0,,,,,,,,,,,,
Chargers,406.0,,,,,10.0,,,,,1542.0,3.8,85.0,20.9,,,,,,,,,,,,
Rams,442.0,,,,,18.0,,,,,1880.0,4.2,107.0,24.2,,,,,,,,,,,,
Giants,449.0,,,,,9.0,,,,,2066.0,4.6,104.0,23.2,,,,,,,,,,,,
Browns,457.0,,,,,14.0,,,,,1898.0,4.2,104.0,22.8,,,,,,,,,,,,
Lions,420.0,,,,,13.0,,,,,1889.0,4.5,107.0,25.5,,,,,,,,,,,,
Falcons,411.0,,,,,16.0,,,,,1971.0,4.8,99.0,24.1,,,,,,,,,,,,
Titans,483.0,,,,,16.0,,,,,2035.0,4.2,122.0,25.3,,,,,,,,,,,,
Raiders,444.0,,,,,18.0,,,,,1897.0,4.3,95.0,21.4,,,,,,,,,,,,
Saints,457.0,,,,,18.0,,,,,2361.0,5.2,116.0,25.4,,,,,,,,,,,,
Jaguars,545.0,,,,,19.0,,,,,2256.0,4.1,133.0,24.4,,,,,,,,,,,,
Cowboys,441.0,,,,,17.0,,,,,2003.0,4.5,92.0,20.9,,,,,,,,,,,,
Cardinals,506.0,,,,,12.0,,,,,2192.0,4.3,107.0,21.2,,,,,,,,,,,,
Falcons,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Ravens,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bills,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Panthers,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Bears,,,,,,,8.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bengals,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Browns,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cowboys,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Broncos,,,,,,,5.0,,,,,,,,0.0,2.0,,,,,,,,,,
Lions,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Packers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Texans,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Colts,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chiefs,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Rams,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Raiders,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Dolphins,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Vikings,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Patriots,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Giants,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jets,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Eagles,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cardinals,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chargers,,,,,,,5.0,,,,,,,,0.0,1.0,,,,,,,,,,
Niners,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Seahawks,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Buccaneers,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Redskins,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cardinals,,,,,,,,,,,107.0,,21.2,,,,222.0,73.0,9.0,4.0,1041.0,,,,,
Colts,,,,,,,,,,,102.0,,23.8,,,,197.0,75.0,7.0,3.0,995.0,,,,,
Lions,,,,,,,,,,,107.0,,25.5,,,,208.0,76.0,6.0,5.0,998.0,,,,,
Patriots,,,,,,,,,,,100.0,,24.1,,,,205.0,82.0,23.0,9.0,1046.0,,,,,
Steelers,,,,,,,,,,,78.0,,20.0,,,,206.0,73.0,11.0,8.0,951.0,,,,,
Eagles,,,,,,,,,,,108.0,,22.6,,,,203.0,83.0,10.0,2.0,994.0,,,,,
Texans,,,,,,,,,,,94.0,,24.1,,,,215.0,71.0,16.0,5.0,1015.0,,,,,
Raiders,,,,,,,,,,,95.0,,21.4,,,,212.0,83.0,14.0,8.0,995.0,,,,,
Bears,,,,,,,,,,,75.0,,19.3,,,,220.0,78.0,16.0,10.0,1021.0,,,,,
Browns,,,,,,,,,,,104.0,,22.8,,,,223.0,85.0,11.0,7.0,1095.0,,,,,
Ravens,,,,,,,,,,,105.0,,21.3,,,,232.0,83.0,12.0,6.0,1086.0,,,,,
Bengals,,,,,,,,,,,99.0,,23.4,,,,219.0,79.0,12.0,5.0,1034.0,,,,,
Titans,,,,,,,,,,,122.0,,25.3,,,,214.0,85.0,14.0,6.0,1086.0,,,,,
Jets,,,,,,,,,,,96.0,,19.4,,,,226.0,84.0,15.0,12.0,1019.0,,,,,
Chargers,,,,,,,,,,,85.0,,20.9,,,,214.0,90.0,10.0,4.0,1012.0,,,,,
Jaguars,,,,,,,,,,,133.0,,24.4,,,,215.0,89.0,9.0,4.0,1100.0,,,,,
Broncos,,,,,,,,,,,73.0,,18.1,,,,216.0,66.0,18.0,7.0,1015.0,,,,,
Packers,,,,,,,,,,,83.0,,19.9,,,,218.0,83.0,23.0,9.0,1033.0,,,,,
Cowboys,,,,,,,,,,,92.0,,20.9,,,,202.0,81.0,11.0,6.0,986.0,,,,,
Chiefs,,,,,,,,,,,106.0,,22.0,,,,202.0,79.0,4.0,3.0,973.0,,,,,
Buccaneers,,,,,,,,,,,75.0,,19.9,,,,219.0,88.0,14.0,6.0,1031.0,,,,,
Vikings,,,,,,,,,,,82.0,,19.2,,,,230.0,95.0,20.0,11.0,1083.0,,,,,
Rams,,,,,,,,,,,107.0,,24.2,,,,213.0,80.0,16.0,6.0,1041.0,,,,,
Dolphins,,,,,,,,,,,79.0,,18.3,,,,238.0,87.0,17.0,12.0,1073.0,,,,,
Saints,,,,,,,,,,,116.0,,25.4,,,,208.0,80.0,19.0,10.0,1089.0,,,,,
Falcons,,,,,,,,,,,99.0,,24.1,,,,200.0,81.0,13.0,6.0,991.0,,,,,
Panthers,,,,,,,,,,,98.0,,23.6,,,,202.0,73.0,19.0,10.0,1010.0,,,,,
Seahawks,,,,,,,,,,,80.0,,21.7,,,,198.0,76.0,10.0,3.0,968.0,,,,,
Bills,,,,,,,,,,,136.0,,28.9,,,,209.0,92.0,12.0,6.0,1042.0,,,,,
Niners,,,,,,,,,,,72.0,,17.7,,,,215.0,71.0,25.0,14.0,1012.0,,,,,
Giants,,,,,,,,,,,104.0,,23.2,,,,198.0,84.0,21.0,10.0,1016.0,,,,,
Redskins,,,,,,,,,,,89.0,,24.5,,,,215.0,95.0,14.0,8.0,1031.0,,,,,
Patriots,,,,,,,,,,,,,,,0.0,,,,,,,30.0,0.0,,,
Bears,,,,,,,,,,,,,,,0.0,,,,,,,26.0,0.0,,,
Bills,,,,,,,,,,,,,,,0.0,,,,,,,21.0,0.0,,,
Broncos,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Chargers,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Seahawks,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Texans,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Panthers,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Bengals,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Browns,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
