Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Chargers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,245.0,26.0,39.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,1.0,0.0,36.0,237.5,6.3,17.0,3.0
Redskins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,180.0,26.0,30.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,0.0,0.0,36.0,237.5,6.0,28.0,3.0
Rams,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,175.0,26.0,30.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,0.0,0.0,36.0,237.5,5.8,23.0,1.0
Seahawks,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,177.0,26.0,31.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,1.0,0.0,36.0,237.5,5.7,23.0,2.0
Bengals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,157.0,26.0,28.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,0.0,0.0,36.0,237.5,5.6,14.0,0.0
Raiders,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,206.0,26.0,37.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,0.0,36.0,237.5,5.6,7.0,5.0
Bears,32.0,36.0,88.9,0_0,6_6,16_14,14_12,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,32.0,37.0,86.5,1_1,11_11,6_6,16_11,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,29.0,33.0,87.9,1_1,12_12,6_6,8_7,1_1,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,29.0,35.0,82.9,2_2,12_11,10_8,9_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,28.0,30.0,93.3,0_0,13_12,9_9,7_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,28.0,37.0,75.7,0_0,11_11,9_9,10_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,27.0,29.0,93.1,0_0,10_10,10_10,8_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,26.0,35.0,74.3,0_0,12_11,9_6,11_8,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,26.0,29.0,89.7,1_1,4_4,13_12,10_9,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,26.0,32.0,81.2,0_0,6_5,7_7,18_14,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,26.0,36.0,72.2,0_0,10_10,8_6,12_9,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,26.0,29.0,89.7,0_0,7_7,12_11,9_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,25.0,30.0,83.3,0_0,9_9,9_8,8_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,25.0,31.0,80.6,0_0,10_10,7_5,9_7,0_0,0_0,3.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,24.0,27.0,88.9,2_2,6_6,4_4,8_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,24.0,31.0,77.4,1_1,10_10,6_4,10_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,24.0,27.0,88.9,1_1,7_7,12_10,4_4,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,23.0,32.0,71.9,0_0,9_8,10_7,9_7,0_0,0_0,4.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,23.0,25.0,92.0,0_0,8_8,5_5,10_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,23.0,26.0,88.5,1_1,9_9,8_7,6_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,23.0,27.0,85.2,0_0,7_7,11_10,8_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,22.0,28.0,78.6,0_0,11_10,7_7,8_4,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,22.0,30.0,73.3,0_0,5_5,12_10,11_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,21.0,29.0,72.4,0_0,6_5,10_9,12_6,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,21.0,25.0,84.0,2_2,7_7,8_8,6_4,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,20.0,28.0,71.4,0_0,8_7,10_8,9_4,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,20.0,26.0,76.9,0_0,11_10,10_7,4_2,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,20.0,27.0,74.1,1_1,7_6,11_8,7_4,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Texans,19.0,25.0,76.0,1_1,4_4,5_3,13_11,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,18.0,25.0,72.0,1_1,3_2,11_9,3_3,1_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,18.0,23.0,78.3,0_0,10_9,5_3,8_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,17.0,22.0,77.3,0_0,8_8,3_3,9_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,32.0,205.0,88.9,,,,,,,0.0,47.0,100.0,2.0,3.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,32.0,205.0,86.5,,,,,,,0.0,35.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,29.0,205.0,87.9,,,,,,,0.0,30.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,29.0,205.0,82.9,,,,,,,0.0,29.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,28.0,205.0,93.3,,,,,,,0.0,37.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,28.0,205.0,75.7,,,,,,,0.0,32.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,27.0,205.0,93.1,,,,,,,0.0,34.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,26.0,205.0,74.3,,,,,,,0.0,31.0,96.9,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,26.0,205.0,89.7,,,,,,,0.0,47.0,97.9,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,26.0,205.0,81.2,,,,,,,0.0,41.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,26.0,205.0,72.2,,,,,,,0.0,22.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,26.0,205.0,89.7,,,,,,,0.0,58.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,25.0,205.0,83.3,,,,,,,0.0,40.0,95.2,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,25.0,205.0,80.6,,,,,,,0.0,36.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,24.0,205.0,88.9,,,,,,,0.0,28.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,24.0,205.0,77.4,,,,,,,0.0,35.0,97.2,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,24.0,205.0,88.9,,,,,,,0.0,34.0,97.1,2.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,23.0,205.0,71.9,,,,,,,0.0,31.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,23.0,205.0,92.0,,,,,,,0.0,33.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,23.0,205.0,88.5,,,,,,,0.0,46.0,97.9,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,23.0,205.0,85.2,,,,,,,0.0,38.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,22.0,205.0,78.6,,,,,,,0.0,32.0,100.0,0.0,3.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,22.0,205.0,73.3,,,,,,,0.0,31.0,100.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,21.0,205.0,72.4,,,,,,,0.0,24.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,21.0,205.0,84.0,,,,,,,0.0,27.0,96.4,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,20.0,205.0,71.4,,,,,,,0.0,49.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,20.0,205.0,76.9,,,,,,,0.0,43.0,97.7,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,20.0,205.0,74.1,,,,,,,0.0,38.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Texans,19.0,205.0,76.0,,,,,,,0.0,26.0,96.3,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,18.0,205.0,72.0,,,,,,,0.0,16.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,18.0,205.0,78.3,,,,,,,0.0,48.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,17.0,205.0,77.3,,,,,,,0.0,22.0,95.6,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,103.0,6703.0,11.0,90.0,21.8,0.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,95.0,6187.0,11.0,83.0,20.8,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,89.0,5399.0,8.0,80.0,19.6,2.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,88.0,5735.0,10.0,78.0,26.0,0.0,0.0,0.0,2.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,85.0,5242.0,8.0,72.0,22.2,3.0,1.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,84.0,5367.0,13.0,70.0,21.0,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,84.0,5478.0,21.0,60.0,21.0,1.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,84.0,5282.0,11.0,69.0,24.6,4.0,1.0,1.0,2.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,83.0,5437.0,11.0,71.0,23.2,1.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5174.0,6.0,75.0,21.8,1.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5353.0,12.0,68.0,22.8,1.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,78.0,4850.0,5.0,71.0,23.2,2.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,78.0,5039.0,12.0,65.0,22.4,1.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,77.0,5165.0,17.0,58.0,25.5,1.0,1.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,76.0,5085.0,13.0,63.0,22.9,0.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,76.0,4695.0,4.0,70.0,22.4,0.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,75.0,5090.0,19.0,55.0,26.9,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,75.0,4871.0,12.0,61.0,24.6,1.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,74.0,4478.0,2.0,69.0,21.2,2.0,1.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,74.0,4495.0,5.0,65.0,21.1,4.0,3.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,72.0,4689.0,11.0,60.0,22.5,1.0,1.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,72.0,4358.0,1.0,67.0,20.8,3.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,71.0,4391.0,10.0,58.0,21.8,1.0,0.0,3.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,70.0,4533.0,13.0,53.0,20.6,3.0,2.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
