Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,26.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,25.0,0.0,1.0,196.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,24.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,23.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,22.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,21.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,20.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,18.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,18.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,17.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,17.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,17.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,16.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,16.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,16.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,16.0,0.0,1.0,196.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,16.0,0.0,1.0,196.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
49ers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,12.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,12.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,11.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,10.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,9.0,0.0,1.0,196.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,9.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,8.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,8.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,7.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,28.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,311.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,27.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,5.0,343.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,25.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,340.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,25.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,275.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,23.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,477.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,21.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,315.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,21.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,323.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,21.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,229.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,20.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,264.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,20.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,149.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,19.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,135.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,19.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,255.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,199.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,285.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,154.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,3.0,300.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,219.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,131.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,167.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,313.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,287.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,198.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,14.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,125.0
49ers,493.0,333.0,61.5,6.5,3583.0,18.0,13.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,278.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,12.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,68.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,12.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,145.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,254.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,10.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,161.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,10.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,151.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,9.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,107.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,8.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,65.0
Lions,514.0,312.0,60.7,6.9,3528.0,30.0,16.0,189.0,36.8,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,512.0,311.0,60.7,6.2,3157.0,23.0,13.0,173.0,33.8,48.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,493.0,273.0,55.4,6.0,2951.0,20.0,28.0,156.0,31.6,42.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,510.0,306.0,60.0,7.1,3642.0,25.0,24.0,187.0,36.7,26.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,521.0,298.0,57.2,6.6,3430.0,25.0,15.0,161.0,30.9,46.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,452.0,278.0,61.5,7.4,3355.0,30.0,15.0,169.0,37.4,53.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,555.0,321.0,57.8,5.5,3035.0,16.0,16.0,161.0,29.0,45.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,453.0,284.0,62.7,7.0,3159.0,23.0,11.0,154.0,34.0,34.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,509.0,311.0,61.1,7.1,3600.0,30.0,15.0,195.0,38.3,40.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,478.0,291.0,60.9,7.0,3367.0,16.0,8.0,166.0,34.7,30.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,528.0,290.0,54.9,5.8,3083.0,16.0,17.0,165.0,31.2,41.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,541.0,314.0,58.0,5.7,3097.0,16.0,21.0,153.0,28.3,45.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,535.0,317.0,59.2,6.4,3400.0,24.0,19.0,166.0,31.0,41.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,544.0,354.0,65.1,6.4,3459.0,13.0,12.0,193.0,35.5,43.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,602.0,355.0,59.0,6.1,3665.0,12.0,20.0,191.0,31.7,48.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,491.0,296.0,60.3,6.4,3164.0,19.0,13.0,167.0,34.0,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,556.0,337.0,60.6,6.5,3598.0,26.0,17.0,179.0,32.2,19.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,517.0,288.0,55.7,5.5,2864.0,13.0,14.0,150.0,29.0,45.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,559.0,328.0,58.7,7.3,4084.0,27.0,13.0,192.0,34.4,32.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,515.0,308.0,59.8,6.4,3282.0,23.0,22.0,176.0,34.2,39.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,583.0,341.0,58.5,5.4,3168.0,14.0,20.0,176.0,30.2,52.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
49ers,567.0,332.0,58.6,6.0,3383.0,18.0,24.0,179.0,31.6,32.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,515.0,331.0,64.3,7.6,3902.0,29.0,18.0,184.0,35.7,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,546.0,299.0,54.8,6.4,3497.0,15.0,22.0,171.0,31.3,41.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,552.0,309.0,56.0,5.6,3089.0,18.0,33.0,161.0,29.2,43.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,516.0,313.0,60.7,5.8,2999.0,14.0,20.0,155.0,30.0,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,563.0,339.0,60.2,6.2,3485.0,20.0,14.0,186.0,33.0,38.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,525.0,295.0,56.2,5.6,2942.0,19.0,16.0,160.0,30.5,55.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,467.0,262.0,56.1,6.1,2829.0,22.0,17.0,148.0,31.7,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,473.0,262.0,55.4,6.3,2977.0,19.0,23.0,149.0,31.5,25.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,489.0,287.0,58.7,5.9,2889.0,20.0,9.0,160.0,32.7,24.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,339.0,333.0,61.5,6.5,3583.0,5.0,11.0,185.0,34.0,37.0,1195.0,3.5,70.0,20.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
49ers,389.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1571.0,4.0,89.0,22.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,472.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1710.0,3.6,90.0,19.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,484.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1869.0,3.9,103.0,21.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,410.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1411.0,3.4,81.0,19.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,406.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1492.0,3.7,86.0,21.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,373.0,333.0,61.5,6.5,3583.0,6.0,11.0,185.0,34.0,37.0,1313.0,3.5,71.0,19.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,453.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1779.0,3.9,97.0,21.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,429.0,333.0,61.5,6.5,3583.0,7.0,11.0,185.0,34.0,37.0,1855.0,4.3,99.0,23.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,427.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1721.0,4.0,91.0,21.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,405.0,333.0,61.5,6.5,3583.0,17.0,11.0,185.0,34.0,37.0,1431.0,3.5,79.0,19.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,433.0,333.0,61.5,6.5,3583.0,17.0,11.0,185.0,34.0,37.0,1988.0,4.6,104.0,24.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,481.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,2140.0,4.4,111.0,23.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,481.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,2154.0,4.5,116.0,24.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,453.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1675.0,3.7,86.0,19.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,405.0,333.0,61.5,6.5,3583.0,13.0,11.0,185.0,34.0,37.0,1943.0,4.8,95.0,23.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,455.0,333.0,61.5,6.5,3583.0,20.0,11.0,185.0,34.0,37.0,2115.0,4.6,108.0,23.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,449.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1504.0,3.4,99.0,22.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,428.0,333.0,61.5,6.5,3583.0,7.0,11.0,185.0,34.0,37.0,1545.0,3.6,83.0,19.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,443.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1715.0,3.9,88.0,19.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,494.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,2208.0,4.5,112.0,22.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,366.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1374.0,3.8,77.0,21.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,455.0,333.0,61.5,6.5,3583.0,6.0,11.0,185.0,34.0,37.0,1837.0,4.0,88.0,19.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,406.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1769.0,4.4,83.0,20.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,415.0,333.0,61.5,6.5,3583.0,8.0,11.0,185.0,34.0,37.0,1702.0,4.1,86.0,20.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,482.0,333.0,61.5,6.5,3583.0,20.0,11.0,185.0,34.0,37.0,2133.0,4.4,122.0,25.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,496.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,2087.0,4.2,124.0,25.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,477.0,333.0,61.5,6.5,3583.0,21.0,11.0,185.0,34.0,37.0,2299.0,4.8,127.0,26.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,469.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1611.0,3.4,89.0,19.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,521.0,333.0,61.5,6.5,3583.0,13.0,11.0,185.0,34.0,37.0,2301.0,4.4,106.0,20.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,470.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1993.0,4.2,99.0,21.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
