Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2
Texans,396.0,333.0,61.5,6.5,3583.0,17.0,11.0,185.0,34.0,37.0,1711.0,4.3,91.0,23.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,535.0,333.0,61.5,6.5,3583.0,19.0,11.0,185.0,34.0,37.0,2501.0,4.7,134.0,25.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,500.0,333.0,61.5,6.5,3583.0,24.0,11.0,185.0,34.0,37.0,2201.0,4.4,127.0,25.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,548.0,333.0,61.5,6.5,3583.0,24.0,11.0,185.0,34.0,37.0,2488.0,4.5,126.0,23.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,458.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,2025.0,4.4,95.0,20.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,529.0,333.0,61.5,6.5,3583.0,16.0,11.0,185.0,34.0,37.0,2531.0,4.8,129.0,24.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,428.0,333.0,61.5,6.5,3583.0,17.0,11.0,185.0,34.0,37.0,1776.0,4.2,80.0,18.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,449.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1799.0,4.0,85.0,18.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,413.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1675.0,4.1,81.0,19.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,467.0,333.0,61.5,6.5,3583.0,14.0,11.0,185.0,34.0,37.0,2022.0,4.3,105.0,22.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Niners,426.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1552.0,3.6,77.0,18.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,467.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,2024.0,4.3,106.0,22.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,402.0,333.0,61.5,6.5,3583.0,13.0,11.0,185.0,34.0,37.0,1804.0,4.5,81.0,20.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,2.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,4.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,2.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,5.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Niners,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,88.0,4.2,20.2,22.6,0.0,0.0,198.0,69.0,15.0,8.0,968.0,15.0,0.0,1.0,196.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,95.0,4.2,20.7,22.6,0.0,0.0,210.0,85.0,15.0,10.0,1029.0,15.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,120.0,4.2,23.7,22.6,0.0,0.0,221.0,86.0,20.0,10.0,1072.0,15.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,87.0,4.2,20.7,22.6,0.0,0.0,219.0,69.0,19.0,7.0,953.0,15.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,95.0,4.2,23.8,22.6,0.0,0.0,210.0,81.0,15.0,7.0,980.0,15.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,122.0,4.2,23.0,22.6,0.0,0.0,223.0,85.0,11.0,6.0,1062.0,15.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,100.0,4.2,21.8,22.6,0.0,0.0,209.0,94.0,17.0,12.0,982.0,15.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,127.0,4.2,25.4,22.6,0.0,0.0,209.0,91.0,12.0,6.0,1016.0,15.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,80.0,4.2,18.7,22.6,0.0,0.0,223.0,87.0,12.0,6.0,1024.0,15.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,63.0,4.2,17.6,22.6,0.0,0.0,200.0,69.0,12.0,5.0,940.0,15.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,109.0,4.2,24.2,22.6,0.0,0.0,197.0,70.0,17.0,9.0,976.0,15.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,68.0,4.2,18.3,22.6,0.0,0.0,211.0,76.0,25.0,10.0,948.0,15.0,0.0,1.0,196.0
Niners,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,77.0,4.2,18.1,22.6,0.0,0.0,240.0,88.0,15.0,6.0,1050.0,15.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,129.0,4.2,24.4,22.6,0.0,0.0,214.0,86.0,15.0,9.0,1039.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,105.0,4.2,22.5,22.6,0.0,0.0,226.0,93.0,13.0,6.0,1033.0,15.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,89.0,4.2,20.6,22.6,0.0,0.0,214.0,97.0,17.0,8.0,997.0,15.0,0.0,1.0,196.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,85.0,4.2,18.9,22.6,0.0,0.0,219.0,87.0,17.0,4.0,1000.0,15.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,99.0,4.2,21.6,22.6,0.0,0.0,218.0,81.0,16.0,8.0,1007.0,15.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,82.0,4.2,18.8,22.6,0.0,0.0,218.0,80.0,17.0,7.0,991.0,15.0,0.0,1.0,196.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,89.0,4.2,22.1,22.6,0.0,0.0,218.0,89.0,17.0,12.0,1038.0,15.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,126.0,4.2,23.0,22.6,0.0,0.0,216.0,77.0,14.0,9.0,1023.0,15.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,103.0,4.2,24.4,22.6,0.0,0.0,199.0,77.0,19.0,12.0,953.0,15.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,81.0,4.2,19.6,22.6,0.0,0.0,221.0,73.0,30.0,17.0,1037.0,15.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,80.0,4.2,20.1,22.6,0.0,0.0,194.0,72.0,21.0,10.0,941.0,15.0,0.0,1.0,196.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,91.0,4.2,23.0,22.6,0.0,0.0,201.0,79.0,21.0,9.0,974.0,15.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,70.0,4.2,18.8,22.6,0.0,0.0,227.0,96.0,10.0,7.0,967.0,15.0,0.0,1.0,196.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,74.0,4.2,20.3,22.6,0.0,0.0,200.0,70.0,12.0,6.0,979.0,15.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,134.0,4.2,25.0,22.6,0.0,0.0,240.0,97.0,26.0,14.0,1086.0,15.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,111.0,4.2,25.5,22.6,0.0,0.0,216.0,82.0,24.0,11.0,1044.0,15.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,106.0,4.2,22.7,22.6,0.0,0.0,231.0,104.0,19.0,6.0,1084.0,15.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,81.0,4.2,20.2,22.6,0.0,0.0,232.0,82.0,24.0,12.0,1038.0,15.0,0.0,1.0,196.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,112.0,4.2,26.5,22.6,0.0,0.0,203.0,82.0,20.0,10.0,991.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,23.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,23.0,0.0,1.0,196.0
Niners,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,23.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,22.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,20.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,20.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,20.0,0.0,1.0,196.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,18.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,18.0,0.0,1.0,196.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,18.0,0.0,1.0,196.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,17.0,0.0,1.0,196.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,17.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,14.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,14.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,14.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,14.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,13.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,12.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,12.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,11.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,11.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,11.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,10.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,30.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,3.0,477.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,28.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,335.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,26.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,5.0,652.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,25.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,370.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,22.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,346.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,22.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,235.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,21.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,338.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,20.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,433.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,19.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,259.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,19.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,275.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,18.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,3.0,327.0
Niners,493.0,333.0,61.5,6.5,3583.0,18.0,18.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,237.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,171.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,247.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,167.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,158.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,208.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,380.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,164.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,14.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,212.0
