Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,105.0,4.2,23.1,22.3,7.0,156.0,3792.5,11.4,58.2,55.2,4.0,13.0,39.0,0.0,207.0,71.0,26.0,18.0,959.0
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,76.0,4.2,22.2,22.3,7.0,219.0,3792.5,11.4,53.7,55.2,4.0,13.0,39.0,0.0,206.0,81.0,10.0,6.0,1024.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,113.0,4.2,27.3,22.3,7.0,226.0,3792.5,11.4,54.1,55.2,4.0,13.0,39.0,0.0,203.0,92.0,10.0,7.0,1069.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,125.0,4.2,27.4,22.3,7.0,199.0,3792.5,11.4,55.4,55.2,4.0,13.0,39.0,0.0,202.0,77.0,23.0,16.0,1057.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,139.0,4.2,26.2,22.3,7.0,155.0,3792.5,11.4,57.2,55.2,4.0,13.0,39.0,0.0,199.0,76.0,10.0,3.0,1010.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,86.0,4.2,21.5,22.3,7.0,190.0,3792.5,11.4,57.8,55.2,4.0,13.0,39.0,0.0,188.0,76.0,12.0,4.0,917.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,140.0,4.2,30.3,22.3,7.0,179.0,3792.5,11.4,61.3,55.2,4.0,13.0,39.0,0.0,185.0,77.0,10.0,6.0,965.0
Giants,616.0,344.0,55.8,5.9,3642.0,16.0,20.0,68.4,184.0,29.9,35.0,8.0,44.0,259.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,600.0,377.0,62.8,7.2,4287.0,23.0,23.0,81.0,211.0,35.2,64.0,6.0,43.0,326.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,592.0,369.0,62.3,6.7,3941.0,27.0,22.0,81.5,190.0,32.1,38.0,9.0,23.0,136.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,588.0,319.0,54.2,5.1,2988.0,17.0,24.0,61.1,152.0,25.8,26.0,3.0,11.0,64.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,569.0,381.0,67.0,7.5,4289.0,29.0,10.0,99.0,212.0,37.3,45.0,9.0,19.0,110.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,537.0,320.0,59.6,6.8,3651.0,23.0,13.0,84.3,177.0,33.0,44.0,8.0,32.0,219.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,536.0,339.0,63.2,7.7,4113.0,24.0,12.0,92.4,201.0,37.5,55.0,8.0,21.0,132.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,535.0,314.0,58.7,6.8,3641.0,25.0,8.0,88.7,177.0,33.1,36.0,7.0,36.0,203.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,534.0,303.0,56.7,6.1,3265.0,18.0,22.0,68.9,147.0,27.5,38.0,8.0,44.0,306.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,532.0,306.0,57.5,6.7,3548.0,19.0,17.0,76.4,174.0,32.7,46.0,5.0,42.0,244.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,527.0,283.0,53.7,6.2,3273.0,21.0,16.0,73.3,156.0,29.6,45.0,4.0,43.0,267.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,525.0,297.0,56.6,6.1,3226.0,21.0,19.0,73.1,146.0,27.8,45.0,6.0,29.0,205.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,521.0,278.0,53.4,5.7,2988.0,9.0,14.0,65.0,140.0,26.9,38.0,2.0,43.0,237.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,521.0,317.0,60.8,7.4,3872.0,27.0,16.0,88.2,190.0,36.5,54.0,5.0,43.0,254.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,520.0,324.0,62.3,6.9,3591.0,26.0,15.0,87.4,181.0,34.8,37.0,11.0,37.0,249.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Vikings,520.0,333.0,64.0,8.0,4169.0,32.0,13.0,99.0,194.0,37.3,52.0,15.0,42.0,218.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,515.0,271.0,52.6,5.6,2905.0,12.0,20.0,61.0,143.0,27.8,37.0,5.0,43.0,288.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,515.0,303.0,58.8,6.6,3421.0,17.0,17.0,76.0,163.0,31.6,40.0,8.0,28.0,136.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,511.0,299.0,58.5,7.0,3566.0,25.0,15.0,84.0,172.0,33.7,46.0,7.0,28.0,158.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,510.0,294.0,57.6,6.6,3347.0,17.0,21.0,71.4,149.0,29.2,49.0,7.0,37.0,185.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,509.0,313.0,61.5,6.1,3116.0,17.0,18.0,75.2,153.0,30.1,25.0,6.0,40.0,282.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,502.0,293.0,58.4,6.1,3069.0,11.0,17.0,69.4,150.0,29.9,31.0,2.0,51.0,385.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,502.0,315.0,62.8,8.0,4031.0,30.0,9.0,100.3,211.0,42.0,55.0,12.0,25.0,153.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,496.0,312.0,62.9,7.1,3524.0,20.0,14.0,85.8,181.0,36.5,44.0,8.0,31.0,208.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,484.0,279.0,57.6,6.8,3273.0,17.0,11.0,80.5,156.0,32.2,45.0,9.0,43.0,253.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,479.0,280.0,58.5,6.5,3126.0,19.0,18.0,75.6,162.0,33.8,35.0,6.0,25.0,157.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,473.0,310.0,65.5,7.1,3377.0,32.0,21.0,90.5,166.0,35.1,42.0,7.0,19.0,137.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Falcons,460.0,230.0,50.0,5.7,2631.0,14.0,21.0,58.7,127.0,27.6,31.0,9.0,35.0,223.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,460.0,270.0,58.7,7.0,3238.0,19.0,16.0,79.6,146.0,31.7,46.0,9.0,26.0,188.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,450.0,257.0,57.1,6.7,3001.0,17.0,19.0,72.5,145.0,32.2,43.0,5.0,31.0,209.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Texans,439.0,248.0,56.5,6.5,2841.0,14.0,18.0,69.7,127.0,28.9,32.0,7.0,36.0,186.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,415.0,217.0,52.3,6.1,2517.0,16.0,19.0,64.7,121.0,29.2,34.0,8.0,42.0,262.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,552.0,334.0,61.45,7.0,3792.5,18.0,15.0,84.75,184.0,33.9,19.0,6.0,36.0,237.5,2674.0,4.8,114.0,20.6,21.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,543.0,334.0,61.45,7.0,3792.5,20.0,15.0,84.75,184.0,33.9,22.0,8.0,36.0,237.5,2629.0,4.8,133.0,24.5,10.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,522.0,334.0,61.45,7.0,3792.5,9.0,15.0,84.75,184.0,33.9,12.0,1.0,36.0,237.5,2091.0,4.0,114.0,21.8,11.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,515.0,334.0,61.45,7.0,3792.5,11.0,15.0,84.75,184.0,33.9,6.0,3.0,36.0,237.5,1999.0,3.9,115.0,22.3,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,507.0,334.0,61.45,7.0,3792.5,18.0,15.0,84.75,184.0,33.9,20.0,7.0,36.0,237.5,2558.0,5.0,127.0,25.0,12.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,499.0,334.0,61.45,7.0,3792.5,16.0,15.0,84.75,184.0,33.9,13.0,2.0,36.0,237.5,2279.0,4.6,117.0,23.4,12.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Vikings,493.0,334.0,61.45,7.0,3792.5,15.0,15.0,84.75,184.0,33.9,10.0,3.0,36.0,237.5,2343.0,4.8,124.0,25.2,15.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,487.0,334.0,61.45,7.0,3792.5,14.0,15.0,84.75,184.0,33.9,9.0,2.0,36.0,237.5,1817.0,3.7,99.0,20.3,6.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,486.0,334.0,61.45,7.0,3792.5,11.0,15.0,84.75,184.0,33.9,6.0,0.0,36.0,237.5,1623.0,3.3,83.0,17.1,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,481.0,334.0,61.45,7.0,3792.5,12.0,15.0,84.75,184.0,33.9,10.0,4.0,36.0,237.5,1987.0,4.1,101.0,21.0,2.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,481.0,334.0,61.45,7.0,3792.5,13.0,15.0,84.75,184.0,33.9,11.0,2.0,36.0,237.5,2073.0,4.3,118.0,24.5,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,473.0,334.0,61.45,7.0,3792.5,9.0,15.0,84.75,184.0,33.9,5.0,1.0,36.0,237.5,1607.0,3.4,91.0,19.2,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,453.0,334.0,61.45,7.0,3792.5,16.0,15.0,84.75,184.0,33.9,5.0,1.0,36.0,237.5,1695.0,3.7,104.0,23.0,11.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,453.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,12.0,3.0,36.0,237.5,2009.0,4.4,121.0,26.7,9.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,448.0,334.0,61.45,7.0,3792.5,11.0,15.0,84.75,184.0,33.9,17.0,3.0,36.0,237.5,2000.0,4.5,100.0,22.3,12.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,446.0,334.0,61.45,7.0,3792.5,32.0,15.0,84.75,184.0,33.9,11.0,0.0,36.0,237.5,1929.0,4.3,120.0,26.9,2.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,446.0,334.0,61.45,7.0,3792.5,10.0,15.0,84.75,184.0,33.9,5.0,0.0,36.0,237.5,1488.0,3.3,77.0,17.3,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,443.0,334.0,61.45,7.0,3792.5,13.0,15.0,84.75,184.0,33.9,8.0,1.0,36.0,237.5,1763.0,4.0,103.0,23.2,10.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Falcons,435.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,14.0,7.0,36.0,237.5,1949.0,4.5,99.0,22.8,5.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,427.0,334.0,61.45,7.0,3792.5,13.0,15.0,84.75,184.0,33.9,6.0,1.0,36.0,237.5,1664.0,3.9,96.0,22.5,14.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,423.0,334.0,61.45,7.0,3792.5,15.0,15.0,84.75,184.0,33.9,11.0,3.0,36.0,237.5,1822.0,4.3,98.0,23.2,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Texans,421.0,334.0,61.45,7.0,3792.5,14.0,15.0,84.75,184.0,33.9,6.0,1.0,36.0,237.5,1651.0,3.9,86.0,20.4,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,421.0,334.0,61.45,7.0,3792.5,5.0,15.0,84.75,184.0,33.9,3.0,2.0,36.0,237.5,1648.0,3.9,86.0,20.4,6.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,421.0,334.0,61.45,7.0,3792.5,8.0,15.0,84.75,184.0,33.9,9.0,0.0,36.0,237.5,1653.0,3.9,95.0,22.6,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,417.0,334.0,61.45,7.0,3792.5,23.0,15.0,84.75,184.0,33.9,15.0,3.0,36.0,237.5,2015.0,4.8,105.0,25.2,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,417.0,334.0,61.45,7.0,3792.5,16.0,15.0,84.75,184.0,33.9,13.0,5.0,36.0,237.5,2146.0,5.2,117.0,28.1,9.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,412.0,334.0,61.45,7.0,3792.5,8.0,15.0,84.75,184.0,33.9,7.0,1.0,36.0,237.5,1670.0,4.0,91.0,22.1,13.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,411.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,7.0,1.0,36.0,237.5,1496.0,3.6,97.0,23.6,5.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,409.0,334.0,61.45,7.0,3792.5,8.0,15.0,84.75,184.0,33.9,8.0,1.0,36.0,237.5,1635.0,4.0,78.0,19.1,6.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,403.0,334.0,61.45,7.0,3792.5,5.0,15.0,84.75,184.0,33.9,5.0,0.0,36.0,237.5,1531.0,3.8,80.0,19.8,12.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Giants,387.0,334.0,61.45,7.0,3792.5,6.0,15.0,84.75,184.0,33.9,6.0,0.0,36.0,237.5,1559.0,4.0,89.0,23.0,9.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,376.0,334.0,61.45,7.0,3792.5,5.0,15.0,84.75,184.0,33.9,8.0,0.0,36.0,237.5,1338.0,3.6,69.0,18.4,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,486.0,334.0,61.45,7.0,3792.5,29.0,15.0,84.75,184.0,33.9,45.0,9.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,381.0,4289.0,11.3,212.0,55.6,5.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,486.0,334.0,61.45,7.0,3792.5,23.0,15.0,84.75,184.0,33.9,64.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,377.0,4287.0,11.4,211.0,56.0,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,27.0,15.0,84.75,184.0,33.9,38.0,9.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,369.0,3941.0,10.7,190.0,51.5,7.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Giants,486.0,334.0,61.45,7.0,3792.5,16.0,15.0,84.75,184.0,33.9,35.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,344.0,3642.0,10.6,184.0,53.5,6.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,24.0,15.0,84.75,184.0,33.9,55.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,339.0,4113.0,12.1,201.0,59.3,2.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Vikings,486.0,334.0,61.45,7.0,3792.5,32.0,15.0,84.75,184.0,33.9,51.0,15.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,333.0,4169.0,12.5,194.0,58.3,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,486.0,334.0,61.45,7.0,3792.5,26.0,15.0,84.75,184.0,33.9,37.0,11.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,324.0,3591.0,11.1,181.0,55.9,2.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,486.0,334.0,61.45,7.0,3792.5,23.0,15.0,84.75,184.0,33.9,44.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,320.0,3651.0,11.4,177.0,55.3,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,486.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,26.0,3.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,319.0,2988.0,9.4,152.0,47.6,2.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,27.0,15.0,84.75,184.0,33.9,54.0,5.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,317.0,3872.0,12.2,190.0,59.9,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,486.0,334.0,61.45,7.0,3792.5,30.0,15.0,84.75,184.0,33.9,55.0,12.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,315.0,4031.0,12.8,210.0,66.7,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,486.0,334.0,61.45,7.0,3792.5,25.0,15.0,84.75,184.0,33.9,37.0,7.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,314.0,3641.0,11.6,177.0,56.4,5.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,486.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,25.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,313.0,3116.0,10.0,153.0,48.9,1.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,486.0,334.0,61.45,7.0,3792.5,20.0,15.0,84.75,184.0,33.9,44.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,312.0,3524.0,11.3,181.0,58.0,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,486.0,334.0,61.45,7.0,3792.5,32.0,15.0,84.75,184.0,33.9,42.0,7.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,310.0,3377.0,10.9,166.0,53.6,1.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,46.0,5.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,306.0,3548.0,11.6,174.0,56.9,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,40.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,303.0,3421.0,11.3,163.0,53.8,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,486.0,334.0,61.45,7.0,3792.5,18.0,15.0,84.75,184.0,33.9,38.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,303.0,3265.0,10.8,147.0,48.5,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,486.0,334.0,61.45,7.0,3792.5,25.0,15.0,84.75,184.0,33.9,46.0,7.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,299.0,3566.0,11.9,172.0,57.5,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,486.0,334.0,61.45,7.0,3792.5,21.0,15.0,84.75,184.0,33.9,45.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,297.0,3226.0,10.9,146.0,49.2,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,49.0,7.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,294.0,3347.0,11.4,149.0,50.7,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,486.0,334.0,61.45,7.0,3792.5,11.0,15.0,84.75,184.0,33.9,31.0,2.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,293.0,3069.0,10.5,150.0,51.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,486.0,334.0,61.45,7.0,3792.5,21.0,15.0,84.75,184.0,33.9,45.0,4.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,283.0,3273.0,11.6,156.0,55.1,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,35.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,280.0,3126.0,11.2,162.0,57.9,0.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,486.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,45.0,9.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,279.0,3273.0,11.7,156.0,55.9,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,486.0,334.0,61.45,7.0,3792.5,9.0,15.0,84.75,184.0,33.9,38.0,2.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,278.0,2988.0,10.8,140.0,50.4,3.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,486.0,334.0,61.45,7.0,3792.5,12.0,15.0,84.75,184.0,33.9,37.0,5.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,271.0,2905.0,10.7,143.0,52.8,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
