Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Chiefs,486.0,334.0,61.45,7.0,3792.5,27.0,15.0,84.75,184.0,33.9,40.0,4.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,274.0,3189.0,11.6,167.0,61.0,2.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,486.0,334.0,61.45,7.0,3792.5,24.0,15.0,84.75,184.0,33.9,44.0,8.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,273.0,3278.0,12.0,155.0,56.8,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,486.0,334.0,61.45,7.0,3792.5,9.0,15.0,84.75,184.0,33.9,30.0,3.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,256.0,2635.0,10.3,125.0,48.8,2.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Texans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,24.0,3792.5,11.4,81.8,55.2,4.0,20.0,44.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,18.0,3792.5,11.4,81.8,55.2,4.0,19.0,43.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,37.0,3792.5,11.4,81.8,55.2,4.0,19.0,64.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,28.0,3792.5,11.4,81.8,55.2,4.0,18.0,48.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,30.0,3792.5,11.4,81.8,55.2,4.0,18.0,51.0,1.0,213.0,82.5,15.0,7.0,1017.0
Giants,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,31.0,3792.5,11.4,81.8,55.2,4.0,17.0,48.0,1.0,213.0,82.5,15.0,7.0,1017.0
Vikings,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,14.0,3792.5,11.4,81.8,55.2,4.0,16.0,32.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,22.0,3792.5,11.4,81.8,55.2,4.0,15.0,41.0,2.0,213.0,82.5,15.0,7.0,1017.0
Falcons,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,28.0,3792.5,11.4,81.8,55.2,4.0,14.0,46.0,2.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,26.0,3792.5,11.4,81.8,55.2,4.0,14.0,41.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,20.0,3792.5,11.4,81.8,55.2,4.0,14.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,13.0,3792.5,11.4,81.8,55.2,4.0,13.0,28.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,25.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,24.0,3792.5,11.4,81.8,55.2,4.0,13.0,40.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,33.0,3792.5,11.4,81.8,55.2,4.0,13.0,50.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,27.0,3792.5,11.4,81.8,55.2,4.0,13.0,44.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,14.0,3792.5,11.4,81.8,55.2,4.0,13.0,33.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,25.0,3792.5,11.4,81.8,55.2,4.0,11.0,40.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,26.0,3792.5,11.4,81.8,55.2,4.0,11.0,40.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,31.0,3792.5,11.4,81.8,55.2,4.0,11.0,45.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,23.0,3792.5,11.4,81.8,55.2,4.0,10.0,37.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,29.0,3792.5,11.4,81.8,55.2,4.0,10.0,45.0,2.0,213.0,82.5,15.0,7.0,1017.0
Niners,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,19.0,3792.5,11.4,81.8,55.2,4.0,10.0,34.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,18.0,3792.5,11.4,81.8,55.2,4.0,9.0,27.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,33.0,3792.5,11.4,81.8,55.2,4.0,9.0,44.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,10.0,3792.5,11.4,81.8,55.2,4.0,9.0,27.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,26.0,3792.5,11.4,81.8,55.2,4.0,9.0,39.0,1.0,213.0,82.5,15.0,7.0,1017.0
Commanders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,21.0,3792.5,11.4,81.8,55.2,4.0,9.0,32.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,26.0,3792.5,11.4,81.8,55.2,4.0,8.0,35.0,2.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,17.0,3792.5,11.4,81.8,55.2,4.0,8.0,25.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,9.0,3792.5,11.4,81.8,55.2,4.0,7.0,17.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,24.0,3792.5,11.4,81.8,55.2,4.0,6.0,33.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,83.0,4.2,20.5,22.3,7.0,199.0,3792.5,11.4,52.0,55.2,4.0,13.0,39.0,0.0,242.0,97.0,16.0,10.0,1064.0
Falcons,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,22.3,22.3,7.0,199.0,3792.5,11.4,55.1,55.2,4.0,13.0,39.0,0.0,240.0,112.0,15.0,11.0,1097.0
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,84.0,4.2,19.6,22.3,7.0,179.0,3792.5,11.4,50.6,55.2,4.0,13.0,39.0,0.0,235.0,78.0,15.0,8.0,1053.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,118.0,4.2,22.1,22.3,7.0,171.0,3792.5,11.4,59.4,55.2,4.0,13.0,39.0,0.0,235.0,93.0,14.0,5.0,1087.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,91.0,4.2,20.4,22.3,7.0,189.0,3792.5,11.4,56.4,55.2,4.0,13.0,39.0,0.0,230.0,92.0,10.0,3.0,1040.0
Panthers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,78.0,4.2,18.2,22.3,7.0,125.0,3792.5,11.4,48.8,55.2,4.0,13.0,39.0,0.0,227.0,69.0,23.0,10.0,962.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,129.0,4.2,23.2,22.3,7.0,167.0,3792.5,11.4,61.0,55.2,4.0,13.0,39.0,0.0,226.0,83.0,23.0,10.0,1063.0
Bengals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,85.0,4.2,19.9,22.3,7.0,205.0,3792.5,11.4,56.2,55.2,4.0,13.0,39.0,0.0,224.0,87.0,19.0,13.0,1046.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,113.0,4.2,22.4,22.3,7.0,159.0,3792.5,11.4,57.0,55.2,4.0,13.0,39.0,0.0,220.0,75.0,20.0,8.0,1039.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,106.0,4.2,22.5,22.3,7.0,175.0,3792.5,11.4,58.7,55.2,4.0,13.0,39.0,0.0,218.0,94.0,5.0,2.0,993.0
Saints,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,94.0,4.2,24.7,22.3,7.0,236.0,3792.5,11.4,52.4,55.2,4.0,13.0,39.0,0.0,217.0,106.0,11.0,5.0,1067.0
Eagles,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,116.0,4.2,27.1,22.3,7.0,188.0,3792.5,11.4,54.0,55.2,4.0,13.0,39.0,0.0,214.0,85.0,13.0,9.0,1038.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,81.0,4.2,21.0,22.3,7.0,159.0,3792.5,11.4,49.1,55.2,4.0,13.0,39.0,0.0,214.0,76.0,17.0,6.0,964.0
Niners,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,85.0,4.2,21.2,22.3,7.0,149.0,3792.5,11.4,52.8,55.2,4.0,13.0,39.0,0.0,213.0,68.0,16.0,8.0,945.0
Bills,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,82.0,4.2,20.4,22.3,7.0,166.0,3792.5,11.4,56.1,55.2,4.0,13.0,39.0,0.0,211.0,80.0,24.0,11.0,954.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,104.0,4.2,24.3,22.3,7.0,201.0,3792.5,11.4,53.0,55.2,4.0,13.0,39.0,0.0,211.0,86.0,22.0,13.0,1035.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,97.0,4.2,22.5,22.3,7.0,172.0,3792.5,11.4,56.2,55.2,4.0,13.0,39.0,0.0,211.0,89.0,14.0,10.0,955.0
Ravens,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,97.0,4.2,19.9,22.3,7.0,175.0,3792.5,11.4,56.8,55.2,4.0,13.0,39.0,0.0,210.0,82.0,10.0,4.0,1018.0
Cardinals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,65.0,4.2,20.3,22.3,7.0,153.0,3792.5,11.4,53.7,55.2,4.0,13.0,39.0,0.0,209.0,58.0,18.0,7.0,931.0
Commanders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,72.0,4.2,20.5,22.3,7.0,194.0,3792.5,11.4,55.6,55.2,4.0,13.0,39.0,0.0,208.0,61.0,12.0,6.0,1002.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,81.0,4.2,20.4,22.3,7.0,204.0,3792.5,11.4,61.1,55.2,4.0,13.0,39.0,0.0,207.0,67.0,19.0,6.0,1018.0
Giants,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,23.1,22.3,7.0,192.0,3792.5,11.4,56.6,55.2,4.0,13.0,39.0,0.0,206.0,74.0,11.0,3.0,1035.0
Packers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,88.0,4.2,20.9,22.3,7.0,204.0,3792.5,11.4,58.0,55.2,4.0,13.0,39.0,0.0,205.0,85.0,13.0,5.0,1000.0
Vikings,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,104.0,4.2,23.6,22.3,7.0,159.0,3792.5,11.4,52.1,55.2,4.0,13.0,39.0,0.0,205.0,71.0,17.0,8.0,982.0
Chargers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,94.0,4.2,20.6,22.3,7.0,236.0,3792.5,11.4,65.7,55.2,4.0,13.0,39.0,0.0,205.0,92.0,13.0,5.0,1039.0
Titans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,73.0,4.2,18.0,22.3,7.0,155.0,3792.5,11.4,56.8,55.2,4.0,13.0,39.0,0.0,204.0,71.0,14.0,8.0,907.0
Colts,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,87.0,4.2,22.1,22.3,7.0,253.0,3792.5,11.4,56.2,55.2,4.0,13.0,39.0,0.0,204.0,91.0,8.0,5.0,1088.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,148.0,4.2,28.9,22.3,7.0,161.0,3792.5,11.4,55.3,55.2,4.0,13.0,39.0,0.0,203.0,81.0,25.0,16.0,1019.0
Browns,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,87.0,4.2,21.1,22.3,7.0,154.0,3792.5,11.4,52.0,55.2,4.0,13.0,39.0,0.0,202.0,75.0,7.0,5.0,927.0
Patriots,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,119.0,4.2,26.2,22.3,7.0,196.0,3792.5,11.4,59.2,55.2,4.0,13.0,39.0,0.0,197.0,95.0,14.0,7.0,986.0
Bears,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,76.0,4.2,18.4,22.3,7.0,163.0,3792.5,11.4,59.1,55.2,4.0,13.0,39.0,0.0,195.0,64.0,7.0,2.0,936.0
Texans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,118.0,4.2,27.9,22.3,7.0,222.0,3792.5,11.4,60.8,55.2,4.0,13.0,39.0,0.0,192.0,79.0,19.0,9.0,1029.0
Lions,666.0,423.0,63.5,7.6,5071.0,41.0,16.0,97.2,244.0,36.6,65.0,16.0,36.0,257.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,662.0,472.0,71.3,8.3,5505.0,46.0,14.0,110.5,280.0,42.3,69.0,11.0,24.0,158.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,612.0,402.0,65.7,8.6,5257.0,39.0,12.0,105.7,262.0,42.8,72.0,14.0,32.0,173.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Falcons,594.0,365.0,61.4,7.4,4365.0,29.0,13.0,91.1,215.0,36.2,56.0,10.0,26.0,173.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,591.0,346.0,58.5,6.9,4058.0,19.0,24.0,73.3,204.0,34.5,57.0,7.0,41.0,285.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Giants,589.0,359.0,61.0,8.4,4933.0,29.0,16.0,92.9,216.0,36.7,67.0,18.0,28.0,199.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,588.0,365.0,62.1,6.5,3838.0,17.0,24.0,73.6,180.0,30.6,37.0,6.0,32.0,188.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,584.0,353.0,60.4,7.0,4113.0,22.0,14.0,84.4,185.0,31.7,51.0,14.0,24.0,190.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,582.0,366.0,62.9,8.0,4624.0,27.0,20.0,88.7,234.0,40.2,69.0,8.0,30.0,198.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,578.0,356.0,61.6,6.7,3857.0,24.0,25.0,77.0,180.0,31.1,48.0,8.0,23.0,154.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,570.0,320.0,56.1,5.8,3300.0,16.0,13.0,72.8,173.0,30.4,32.0,6.0,39.0,210.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,570.0,376.0,66.0,7.8,4453.0,33.0,12.0,100.1,219.0,38.4,58.0,11.0,39.0,252.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,554.0,330.0,59.6,7.7,4276.0,22.0,25.0,78.3,197.0,35.6,64.0,10.0,32.0,166.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,552.0,376.0,68.1,9.4,5161.0,51.0,8.0,122.6,230.0,41.7,70.0,16.0,41.0,237.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,550.0,307.0,55.8,7.2,3954.0,21.0,23.0,73.9,175.0,31.8,55.0,15.0,54.0,387.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,549.0,292.0,53.2,5.9,3258.0,9.0,10.0,69.0,159.0,29.0,37.0,3.0,55.0,388.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,547.0,310.0,56.7,6.5,3542.0,26.0,18.0,78.4,173.0,31.6,41.0,3.0,40.0,245.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,544.0,314.0,57.7,6.7,3629.0,21.0,12.0,81.7,181.0,33.3,44.0,7.0,33.0,206.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,539.0,341.0,63.3,8.0,4333.0,21.0,15.0,89.7,221.0,41.0,60.0,10.0,42.0,279.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,535.0,308.0,57.6,6.6,3507.0,21.0,14.0,79.6,160.0,29.9,51.0,11.0,25.0,167.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,534.0,302.0,56.6,6.0,3223.0,14.0,14.0,72.2,170.0,31.8,32.0,6.0,35.0,228.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,524.0,315.0,60.1,7.9,4119.0,20.0,23.0,79.4,186.0,35.5,63.0,14.0,25.0,157.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,519.0,312.0,60.1,7.9,4089.0,21.0,17.0,84.8,175.0,33.7,66.0,9.0,35.0,260.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Vikings,510.0,286.0,56.1,6.4,3255.0,20.0,17.0,74.6,159.0,31.2,41.0,7.0,49.0,298.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,509.0,299.0,58.7,6.8,3444.0,15.0,14.0,77.6,153.0,30.1,51.0,9.0,50.0,339.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,500.0,299.0,59.8,6.6,3288.0,13.0,18.0,73.0,163.0,32.6,39.0,7.0,34.0,208.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,473.0,268.0,56.7,7.1,3346.0,18.0,20.0,73.8,153.0,32.4,43.0,7.0,49.0,335.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,469.0,240.0,51.2,5.4,2510.0,12.0,15.0,62.2,122.0,26.0,30.0,4.0,44.0,331.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,469.0,280.0,59.7,7.3,3425.0,20.0,13.0,84.9,166.0,35.4,56.0,7.0,52.0,334.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Texans,467.0,288.0,61.7,7.9,3696.0,20.0,9.0,92.7,176.0,37.7,55.0,11.0,33.0,190.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Niners,451.0,277.0,61.4,7.1,3193.0,18.0,5.0,91.4,150.0,33.3,41.0,6.0,44.0,263.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,429.0,217.0,50.6,6.3,2708.0,20.0,13.0,73.4,130.0,30.3,36.0,8.0,42.0,274.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
